conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.82628E+18,Wed Aug 21 23:43:10 +0000 2024,0,Kita lanjutkan perjuangan dengan alunan saxophone reggae! #PeringatanDarurat https://t.co/iQYJhvXjby,1.8264E+18,https://pbs.twimg.com/ext_tw_video_thumb/1826404623248236544/pu/img/SDIYScL47LIskfDH.jpg,terbonno,in,"Ciledug, Indonesia",0,1,0,https://x.com/terbonno/status/1826404710624231433,102057480,terbonno
1.8264E+18,Wed Aug 21 23:43:05 +0000 2024,0,#PeringatanDarurat,1.8264E+18,,,qht,Indonesia,0,0,0,https://x.com/ATamsela/status/1826404687505138040,1.43381E+18,ATamsela
1.8264E+18,Wed Aug 21 23:42:22 +0000 2024,0,#PeringatanDarurat,1.8264E+18,,,qht,Indonesia,0,0,0,https://x.com/ATamsela/status/1826404507208851900,1.43381E+18,ATamsela
1.8264E+18,Wed Aug 21 23:42:06 +0000 2024,8,Demokrasi Indonesia dalam bahaya. Sebagai rakyat sangat prihatin melihat sekelompok orang yang menghambakan dirinya pada kezaliman. #PeringatanDarurat #KawalPutusanMK https://t.co/wee4F3YOLP,1.8264E+18,https://pbs.twimg.com/media/GVixKCSWUAALYiR.jpg,,in,twitter.com,0,1,4,https://x.com/mulanbilqis/status/1826404441517687295,1138727688,mulanbilqis
1.8264E+18,Wed Aug 21 23:41:40 +0000 2024,0,This account is temporary active in response to #PeringatanDarurat,1.8264E+18,,,en,"Bandung, Jawa Barat",0,0,0,https://x.com/fauzanalfi/status/1826404333329809816,9884882,fauzanalfi
1.8264E+18,Wed Aug 21 23:41:01 +0000 2024,0,#PeringatanDarurat https://t.co/v8GutF7UJW,1.8264E+18,https://pbs.twimg.com/media/GViw6JqWgAAZNFj.png,,qme,Zimbabwe ,0,0,0,https://x.com/lay_aldy/status/1826404168548135101,8.83849E+17,lay_aldy
1.8264E+18,Wed Aug 21 23:40:08 +0000 2024,0,#PeringatanDarurat https://t.co/7eIXCuD5L1,1.8264E+18,https://pbs.twimg.com/media/GViwtmjbgAY1G7L.jpg,,qme,Singapore,0,0,0,https://x.com/fkarnagi/status/1826403948510749182,60920240,fkarnagi
1.8264E+18,Wed Aug 21 23:39:51 +0000 2024,0,#PeringatanDarurat,1.8264E+18,,,qht,Indonesia,0,0,0,https://x.com/ATamsela/status/1826403876519772476,1.43381E+18,ATamsela
1.8264E+18,Wed Aug 21 23:39:17 +0000 2024,0,#PeringatanDarurat,1.8264E+18,,,qht,Indonesia,0,0,0,https://x.com/ATamsela/status/1826403733271650716,1.43381E+18,ATamsela
1.8264E+18,Wed Aug 21 23:39:08 +0000 2024,4,Ini para lonte apa gamau puasa dulu barang seharikah? NAIKIN HASHTAGS BUAT AWARENESS COK BUKAN BUAT JUALAN BADAN ELU #PeringatanDarurat #prayforindonesia #KawalPutusanMK,1.8264E+18,,,in,,0,1,0,https://x.com/yjhgumas/status/1826403695912943802,1.69678E+18,yjhgumas
1.8264E+18,Wed Aug 21 23:38:50 +0000 2024,0,#PeringatanDarurat,1.8264E+18,,,qht,Indonesia,0,0,0,https://x.com/ATamsela/status/1826403620298051825,1.43381E+18,ATamsela
1.8264E+18,Wed Aug 21 23:38:48 +0000 2024,0,#PeringatanDarurat #kawalkeputusanMK,1.8264E+18,,,qht,Bdg,0,0,0,https://x.com/bjopass17/status/1826403611964035413,286414340,bjopass17
1.8264E+18,Wed Aug 21 23:37:06 +0000 2024,0,#PeringatanDarurat,1.8264E+18,,,qht,Indonesia,0,0,0,https://x.com/ATamsela/status/1826403182605729837,1.43381E+18,ATamsela
1.8264E+18,Wed Aug 21 23:36:28 +0000 2024,0,Viral Garuda Biru Jodi Husein: Jangan Panik Tetap Tenang - JCC Network #PeringatanDarurat #kawalkeputusanMK #KawalPutuskanMK Mahasiswa Pendukung 02 https://t.co/1MjEGpMhFz,1.8264E+18,,,in,Jakarta,0,0,0,https://x.com/jcc_network/status/1826403025478709500,1.72558E+18,jcc_network
1.8264E+18,Wed Aug 21 23:33:39 +0000 2024,0,#PeringatanDarurat Demokrasi sedang diacak-acak. Dilakukan tanpa malu malu lagi https://t.co/ZYKnkXrJJr,1.8264E+18,https://pbs.twimg.com/media/GVivC-NakAAmxpe.jpg,,in,,0,0,0,https://x.com/DSept99/status/1826402315315937355,1.12934E+18,DSept99
1.8264E+18,Wed Aug 21 23:32:38 +0000 2024,1,#KawalPutuskanMK #PeringatanDarurat https://t.co/WEtFQwV4Im,1.8264E+18,https://pbs.twimg.com/media/GViu_uibgAEHMSB.jpg,,qme,Ngayogyakarto Hadiningrat,0,0,0,https://x.com/AgustinGito/status/1826402061145309202,1263588872,AgustinGito
1.8264E+18,Wed Aug 21 23:31:51 +0000 2024,0,#PeringatanDarurat https://t.co/eonOPPwGp3,1.8264E+18,https://pbs.twimg.com/ext_tw_video_thumb/1826401765215870976/pu/img/xCW8E1MqRuwcpmMM.jpg,,qme,Palembang,0,0,0,https://x.com/jeketeknisi/status/1826401860376469753,1.73265E+18,jeketeknisi
1.8264E+18,Wed Aug 21 23:29:43 +0000 2024,0,#PeringatanDarurat https://t.co/mmgXUi9B3X,1.8264E+18,https://pbs.twimg.com/ext_tw_video_thumb/1826401295307304960/pu/img/yrFuCn9-dhHkL7a_.jpg,,qme,"Jakarta Capital Region, Indonesia",0,0,0,https://x.com/febrianriau/status/1826401324545835426,1.02829E+18,febrianriau
1.8264E+18,Wed Aug 21 23:29:12 +0000 2024,0,Chill out with this mellow lo-fi beat perfect for studying relaxing or... https://t.co/6jOxcgIiDA #Timeline #TagCloud #Table #RAYS #Guarderas #Our5tarMOAments #LINGORM #OPPOA3MISSION #ALWAYS8YJAEMINSIDE #PeringatanDarurat #SnowMan #Sterling #MichelleObama #TolakPolitikDinasti,1.8264E+18,,,en,"Las Vegas, NV",0,0,0,https://x.com/MrKrabsSports/status/1826401195965251712,1.38089E+18,MrKrabsSports
1.8264E+18,Wed Aug 21 23:27:19 +0000 2024,4,Ketika warga TT berkomentar soal #PeringatanDarurat https://t.co/aowfO2GAWO,1.8264E+18,https://pbs.twimg.com/media/GVitxhoXQAAMM-y.jpg,,in,,0,0,0,https://x.com/warlokcom/status/1826400719836254566,1.81867E+18,warlokcom
1.8264E+18,Wed Aug 21 23:26:59 +0000 2024,0,Selamat Pagi warga Republik! Hari ini level kemarahanmu dan rakyat Indonesia sedang ditest ayo buat sejarahmu masing-masing! ceritakan kelak ke anak cucumu dimana hari ini kau berada ! Merdeka!!!#PeringatanDarurat #kawalkeputusanMK,1.8264E+18,,,in,Jakarta,0,0,0,https://x.com/nurkholis_h/status/1826400636893888710,117005768,nurkholis_h
1.8264E+18,Wed Aug 21 23:26:50 +0000 2024,0,Stay safe semuanya #kawalkeputusanMK #PeringatanDarurat #TolakPolitikDinastiJokowi,1.8264E+18,,,in,jm only ,0,0,0,https://x.com/Leopiscss/status/1826400599036117345,1.78843E+18,Leopiscss
1.8264E+18,Wed Aug 21 23:25:15 +0000 2024,0,#kawalkeputusanMK #PeringatanDarurat https://t.co/0NG523ViXj,1.8264E+18,https://pbs.twimg.com/ext_tw_video_thumb/1826399305248505857/pu/img/I3POHtfN1RuSXp9x.jpg,,qme,,0,0,0,https://x.com/Echa_Nasution/status/1826400202347217285,39466949,Echa_Nasution
1.8264E+18,Wed Aug 21 23:22:46 +0000 2024,0,it s your tyranny that drives us adds the fire to our flames sir! #PeringatanDarurat https://t.co/crZYebwmuA,1.8264E+18,https://pbs.twimg.com/media/GVisuuWbgAAZk_j.jpg,,en,"West Borneo, Indonesia",0,0,0,https://x.com/karin_dien/status/1826399576137629757,888600619,karin_dien
1.8264E+18,Wed Aug 21 23:21:33 +0000 2024,0,kesempatan buat yg mau tobat sadar dari kesalahan pernah dukung Petruk Solo jadi Raja RI yg akhirnya boyong keluarga sirkus jd penguasa skrg ikutlah gerudug DPR dan kawal MK sebelum mampus gak ada kata terlambat lho Boss #kawalkeputusanMK #PeringatanDarurat,1.8264E+18,,,in,,0,0,0,https://x.com/FayNay67/status/1826399268607066320,1.54666E+18,FayNay67
1.8264E+18,Wed Aug 21 23:18:49 +0000 2024,0,Kezaliman akan terus ada bukan karena banyaknya orang-orang jahat. Tapi karena diamnya orang-orang baik. #PeringatanDarurat https://t.co/kvpnkNlkod,1.8264E+18,https://pbs.twimg.com/media/GVir1TtXcAAn4O5.jpg,,in,,0,0,0,https://x.com/winday244347/status/1826398583807246453,1.70826E+18,winday244347
1.8264E+18,Wed Aug 21 23:17:52 +0000 2024,0,#PeringatanDarurat #indonesiadarurat https://t.co/mwmeyvpVpi,1.8264E+18,https://pbs.twimg.com/media/GVirnWyWQAAje8Q.jpg,,qme,,0,0,0,https://x.com/HoleInside2/status/1826398344987754607,1.3511E+18,HoleInside2
1.8264E+18,Wed Aug 21 23:17:35 +0000 2024,2,#PeringatanDarurat,1.8264E+18,,,qht,"Kota Malang, Jawa Timur",0,0,0,https://x.com/Dani05092121/status/1826398272233374013,1.51986E+18,Dani05092121
1.8264E+18,Wed Aug 21 23:16:29 +0000 2024,608,Selamat Pagi...Hari ini hari HANCURNYA TIRANI!!! sampai jumpa di lokasi....Jaga diri Jaga Kawan Hadang Lawan... #KawalPutusanMk #TolakPilkadaAkal2an #PeringatanDarurat #TolakrezimJokowiPrabowo #Salam4Jari https://t.co/mJRnRuH3DC,1.8264E+18,https://pbs.twimg.com/media/GVirSpdbgAEPc35.jpg,,in,,2,21,307,https://x.com/salam4jari/status/1826397995182776648,1.7523E+18,salam4jari
1.82629E+18,Wed Aug 21 23:15:06 +0000 2024,0,@msaid_didu #KawalPutusanMK #PeringatanDarurat #TolakPolitikDinastiJokowi,1.8264E+18,,msaid_didu,qme,,0,0,0,https://x.com/0nc075/status/1826397646854258887,9.61128E+17,0nc075
1.8264E+18,Wed Aug 21 23:15:00 +0000 2024,0,Stay safe sodara2ku yang hari ini turun ke jalan. Bantu doa dari sini. Salam perjuangan. #KawalPutuskanMK #TolakPolitikDinastiJokowi #PeringatanDarurat,1.8264E+18,,,in,starlord's pocket,0,0,0,https://x.com/crowdhater/status/1826397621382250923,341389516,crowdhater
1.8264E+18,Wed Aug 21 23:14:26 +0000 2024,0,#PeringatanDarurat https://t.co/vn1wbhMtlR,1.8264E+18,https://pbs.twimg.com/media/GViq1CSbgAUcgnS.jpg,,qme,Indonesia,0,0,0,https://x.com/boerach/status/1826397479711244420,59650190,boerach
1.8264E+18,Wed Aug 21 23:14:08 +0000 2024,0,Saatnya WAKE UP !! #PeringatanDarurat #darurat #indonesiadarurat https://t.co/jKtrKD9PVx,1.8264E+18,https://pbs.twimg.com/ext_tw_video_thumb/1826397384643129344/pu/img/HDn7xybcNx1HKndS.jpg,,in,jakarta,0,0,1,https://x.com/garbonov/status/1826397403551072303,9.03153E+17,garbonov
1.8264E+18,Wed Aug 21 23:12:33 +0000 2024,0,#PeringatanDarurat Ya Allah siapa yang mengemban tugas mengurusi umatku kemudian dia menyusahkan mereka maka susahkanlah dia. Siapa yang mengemban tugas mengurusi umatku dan memudahkan mereka maka mudahkanlah dia. (HR Muslim),1.8264E+18,,,in,,0,0,0,https://x.com/ym_patih/status/1826397005025083418,154538276,ym_patih
1.8264E+18,Wed Aug 21 23:12:24 +0000 2024,1,@msaid_didu #KawalPutusanMK #PeringatanDarurat #TolakPolitikDinastiJokowi,1.8264E+18,,msaid_didu,qme,,0,0,0,https://x.com/0nc075/status/1826396966512984451,9.61128E+17,0nc075
1.8264E+18,Wed Aug 21 23:12:08 +0000 2024,0,gila nggak sih hari ini aksi demo plus aksi kamisan. gelap banget negaraku. #KawalPutusanMK #TolakPilkadaAkal2an #PeringatanDarurat,1.8264E+18,,,in,(20↑) ─ 🔞⚠️ ; heavy retweet.,0,0,0,https://x.com/MAJESTlE/status/1826396901283168608,1.28516E+18,MAJESTlE
1.8264E+18,Wed Aug 21 23:11:13 +0000 2024,0,#PeringatanDarurat https://t.co/tKuGHnvpqk,1.8264E+18,https://pbs.twimg.com/media/GViqF9qbgAIHs88.jpg,,qme,,0,0,0,https://x.com/YulianTyulian03/status/1826396671678579106,1.64046E+18,YulianTyulian03
1.8264E+18,Wed Aug 21 23:09:50 +0000 2024,0,#PeringatanDarurat https://t.co/qMHTxzSMeG,1.8264E+18,https://pbs.twimg.com/media/GVipxYmbgAQvFZY.jpg,,qme,,0,0,0,https://x.com/AkekHera/status/1826396320078463461,4899846914,AkekHera
1.8264E+18,Wed Aug 21 23:09:23 +0000 2024,0,Indonesia makin lama makin ngawur acak-acakan gatau arah 1 keluarga rakus bgt mau berkuasa semua di negara nan amat lucu ini pray for Indonesia #kawalkeputusanMK #TolakPolitikDinastiJokowi #PeringatanDarurat,1.8264E+18,,,in,,0,0,0,https://x.com/haimanusyah/status/1826396209155899813,1.6643E+18,haimanusyah
1.8264E+18,Wed Aug 21 23:08:33 +0000 2024,0,#KawalPutusanMK #PeringatanDarurat #BantuRepost,1.8264E+18,,,qht,,0,0,0,https://x.com/husni6680/status/1826395998366900641,4741731193,husni6680
1.82629E+18,Wed Aug 21 23:07:15 +0000 2024,0,#KawalPutusanMK #PeringatanDarurat https://t.co/zXGGqlwMFc,1.8264E+18,,mmaryasir,qme,"Bandung, Indonesia",0,1,0,https://x.com/mmaryasir/status/1826395671957774738,183124089,mmaryasir
1.8264E+18,Wed Aug 21 23:07:11 +0000 2024,0,#PeringatanDarurat,1.8264E+18,,,qht,sidoarjo-indonesia,0,0,0,https://x.com/dhs_67/status/1826395654782157045,226799553,dhs_67
1.82618E+18,Wed Aug 21 23:06:04 +0000 2024,0,@G0mb4k @aniesbaswedan Gk ad lg kubu 01 02 03 yang ada sekarang hanya RAKYAT INDONESIA stop adudomba sesama ini sudah keterlaluan mau lawan ayo turun!!!!! #PeringatanDarurat #KawalPutuskanMK,1.8264E+18,,G0mb4k,in,,0,0,0,https://x.com/JSumartawa/status/1826395372417417667,1.51173E+18,JSumartawa
1.8264E+18,Wed Aug 21 23:05:54 +0000 2024,7,Ketika warga TT ikut demo semoga hal seperti ini tidak terjadi hari ini. #PeringatanDarurat Mahasiswa #kawalkeputusanMK #kawaldemokrasi Gedung DPR https://t.co/MYZ3UPwx2q,1.8264E+18,https://pbs.twimg.com/ext_tw_video_thumb/1826395295175106560/pu/img/3Gp1PMKBFWcWa_c3.jpg,,in,,1,3,2,https://x.com/aseprivva/status/1826395333448126667,1.63667E+18,aseprivva
1.82634E+18,Wed Aug 21 23:05:38 +0000 2024,0,@JhonSitorus_18 Gk ad lg kubu 01 02 03 yang ada sekarang hanya RAKYAT INDONESIA stop adudomba sesama ini sudah keterlaluan mau lawan ayo turun!!!!! #PeringatanDarurat #KawalPutuskanMK,1.8264E+18,,JhonSitorus_18,in,,0,0,0,https://x.com/JSumartawa/status/1826395265601077508,1.51173E+18,JSumartawa
1.82629E+18,Wed Aug 21 23:03:48 +0000 2024,1,#KawalPutusanMK #PeringatanDarurat https://t.co/wQelNi5roh,1.82639E+18,,mmaryasir,qme,"Bandung, Indonesia",0,1,0,https://x.com/mmaryasir/status/1826394804005281849,183124089,mmaryasir
1.82639E+18,Wed Aug 21 23:02:29 +0000 2024,0,demokrasi dibajak aturan dipermainkan mau dibawa ke mana bangsa sebesar Indonesia ini? tidak menyangka orang yang 2 kali pemilu didukung sepenuh hati di ujung periode ke-2 mengkhianati hati warga bangsa! #selamatkandemokrasi #peringatandarurat https://t.co/7GbFctFufM,1.82639E+18,https://pbs.twimg.com/media/GVinoNbbgAIuvNN.png,,in,"Surabaya, Indonesia",0,0,0,https://x.com/deteksi/status/1826394470096797990,42495593,deteksi
1.82639E+18,Wed Aug 21 23:02:15 +0000 2024,0,Mari tetap #kawalkeputusanMK #kawalputusanMK #PeringatanDarurat https://t.co/gPAae4xhlw,1.82639E+18,https://pbs.twimg.com/media/GVin0jja8AABtOK.jpg,,in,,0,0,0,https://x.com/Salahudin_id/status/1826394413771489642,1.13367E+18,Salahudin_id
1.82632E+18,Wed Aug 21 22:54:24 +0000 2024,0,@QR_GGS #DaruratDemokrasi #kawalkeputusanMK #PeringatanDarurat #TolakPilkadaAkal2an #TolakPolitikDinasti,1.82639E+18,,QR_GGS,qme,"Jakarta Selatan, DKI Jakarta",0,0,0,https://x.com/fazamutaqi0210/status/1826392435544785085,3159578293,fazamutaqi0210
1.82639E+18,Wed Aug 21 22:54:13 +0000 2024,1,#PeringatanDarurat,1.82639E+18,,,qht,Cloud,0,0,0,https://x.com/kuntodeworanger/status/1826392392179806618,1.19232E+18,kuntodeworanger
1.82639E+18,Wed Aug 21 22:54:00 +0000 2024,15,#PeringatanDarurat https://t.co/bmDqGYtbQo,1.82639E+18,https://pbs.twimg.com/media/GVimJvibwAAvzD2.jpg,,qme,kalo gps-nya sih di kantor 😌,1,0,2,https://x.com/PNS_Garis_Lucu/status/1826392338102636577,1.16979E+18,PNS_Garis_Lucu
1.82639E+18,Wed Aug 21 22:53:41 +0000 2024,0,BAJINGAN BANGSAT APALAGI YG KAU DUSTAKAN... #KawalPutusanMK #PeringatanDarurat,1.82639E+18,,,in,,0,0,0,https://x.com/FaridOYI/status/1826392257370751167,397761319,FaridOYI
1.82639E+18,Wed Aug 21 22:52:27 +0000 2024,0,Sejujurnya w gamau Pak Anies terjun politik saat ini. Beliau terlalu bersih untuk nyemplung ke selokan yg udh terlanjur item warnanya saat ini stop KKN udah cukup kyknya #KawalPutuskanMK #TolakPolitikDinastiJokowi #TolakPilkadaAkal2an #PeringatanDarurat,1.82639E+18,,,in,,0,0,0,https://x.com/DalimaMuti12939/status/1826391945226453053,1.75693E+18,DalimaMuti12939
1.82639E+18,Wed Aug 21 22:52:06 +0000 2024,2,GOLKAR BOLEH TAKUT TAPI RAKYAT AKAN MELAWAN... #KawalPutusanMK #PeringatanDarurat https://t.co/px4q5X0JNe,1.82639E+18,https://pbs.twimg.com/media/GVilteDXEAAjIwu.jpg,,in,,0,0,1,https://x.com/FaridOYI/status/1826391857519362062,397761319,FaridOYI
1.82639E+18,Wed Aug 21 22:51:13 +0000 2024,0,ini dukun dukun nasional ga ada yang pengen nyantet kah? @DPR_RI @jokowi #kawalkeputusanMK #TolakPolitikDinastiJokowi #PeringatanDarurat #TolakPilkadaAkal2an #zize #arhan,1.82639E+18,,,in,,0,1,0,https://x.com/alghazyal87/status/1826391634688508121,1.35117E+18,alghazyal87
1.82639E+18,Wed Aug 21 22:50:40 +0000 2024,0,#PeringatanDarurat,1.82639E+18,,,qht,,0,0,0,https://x.com/GakiKameHajime/status/1826391496633057713,1.60541E+18,GakiKameHajime
1.82639E+18,Wed Aug 21 22:50:09 +0000 2024,0,Bahlil Lahadalia tentang raja Jawa merupakan sala satu bentuk intimidasi yang terang2an. Tidak hanya itu hal itu juga menggembosi negara ini yg seyogianya berbentuk Republik tapi arus fakta saat ini sdh menghantarkan pada sistem oligarki/kerajaan wakanda #PeringatanDarurat,1.82639E+18,,,in,,0,0,0,https://x.com/MNasirAndiG/status/1826391366710251872,1.28363E+18,MNasirAndiG
1.82639E+18,Wed Aug 21 22:49:57 +0000 2024,4,@nyonyahsyuuper #DaruratDemokrasi #kawalkeputusanMK #PeringatanDarurat #TolakPilkadaAkal2an #TolakPolitikDinasti https://t.co/PAqj3LLCot,1.82639E+18,https://pbs.twimg.com/media/GVilOUwbgAMAm5-.jpg,nyonyahsyuuper,qme,"Jakarta Selatan, DKI Jakarta",0,0,3,https://x.com/fazamutaqi0210/status/1826391316504477789,3159578293,fazamutaqi0210
1.82639E+18,Wed Aug 21 22:49:38 +0000 2024,0,M K: 'Ini sudah final!' DPR: 'Kita atur ulang aja.' Jokowi: 'Biasa kok.' Apa yang terjadi ketika aturan hukum menjadi bahan tawar-menawar politik? Saat institusi yang seharusnya menjaga keadilan malah terjebak dalam drama kekuasaan #KawalPutusanMk #Mahasiswa #PeringatanDarurat https://t.co/ivjzA2B7kl,1.82639E+18,https://pbs.twimg.com/media/GVilJfWbgAUOtVr.jpg,,in,Indonesia,0,0,0,https://x.com/hallodms25/status/1826391237810946408,1.80457E+18,hallodms25
1.82639E+18,Wed Aug 21 22:47:47 +0000 2024,0,#kawalkeputusanMK #PeringatanDarurat https://t.co/PwLUo7QMHR,1.82639E+18,https://pbs.twimg.com/media/GVikupCbgAQm5Ha.jpg,,qme,Jakarta Capital Region,0,0,0,https://x.com/arniazahra/status/1826390773019148780,1654330086,arniazahra
1.82637E+18,Wed Aug 21 22:47:43 +0000 2024,0,@CAMERALIVE6849 Semoga keadilan segera menemukan jalannya #indonesiadarurat #kawalkeputusanMK #PeringatanDarurat,1.82639E+18,,CAMERALIVE6849,in,,0,0,1,https://x.com/AidinAzmi/status/1826390755549872395,1.6193E+18,AidinAzmi
1.82626E+18,Wed Aug 21 22:46:35 +0000 2024,0,@Piyusaja2 #DaruratDemokrasi #kawalkeputusanMK #PeringatanDarurat #TolakPilkadaAkal2an #TolakPolitikDinasti https://t.co/uig05GrJ0I,1.82639E+18,https://pbs.twimg.com/media/GVikdEFbwAAGVyC.jpg,Piyusaja2,qme,"Jakarta Selatan, DKI Jakarta",0,0,0,https://x.com/fazamutaqi0210/status/1826390470785991033,3159578293,fazamutaqi0210
1.82625E+18,Wed Aug 21 22:45:09 +0000 2024,2,@HusodoYoga @ridwankamil DaruratDemokrasi #kawalkeputusanMK #PeringatanDarurat #TolakPilkadaAkal2an https://t.co/EDZyxsoknv,1.82639E+18,https://pbs.twimg.com/media/GVikIA5bgAI-1qc.jpg,HusodoYoga,in,"Jakarta Selatan, DKI Jakarta",0,0,1,https://x.com/fazamutaqi0210/status/1826390108851110362,3159578293,fazamutaqi0210
1.82639E+18,Wed Aug 21 22:44:46 +0000 2024,0,#PeringatanDarurat Lagi sakit lekas sembuh Indonesiaku,1.82639E+18,,,in,,0,0,0,https://x.com/HerdikReeza/status/1826390011190935973,1.47812E+18,HerdikReeza
1.82639E+18,Wed Aug 21 22:44:30 +0000 2024,2,temen lo ada yang aparat ga?? liat dia post #kawalkeputusanMK dan #PeringatanDarurat ga?? kok temen-temen di kontakku pada ga post ya,1.82639E+18,,,in,,0,2,0,https://x.com/ibranimovic29/status/1826389947072610366,1.45618E+18,ibranimovic29
